ACFT_ID;Thrust Rating;E;F;Ga;Gb;H;K1;K2;K3;K4
DC870;MaxClimb;18859.0;-17.91;0.1953;0;-2.034;;;;
DC870;MaxTakeoff;20758.0;-20.65;0.2173;0;0;;;;
DC8QN;General;-27959.5;-6.35297;-0.0183499;0;0;35850.3;-6157.74;;
DC8QN;MaxClimb;15558.7;-7.2339;-0.02585;1.29E-7;0;;;;
DC8QN;MaxTakeoff;16740.5;-4.9394;-0.01765;8.84E-8;0;;;;
DC910;General;-10596.5;-1.51369;-0.0052466;0;0;11541.7;162.698;;
DC910;MaxClimb;11194.3;-3.0274;-0.010818;5.42E-8;0;;;;
DC910;MaxTakeoff;12308.2;-0.478;0.001708;8.55E-9;0;;;;
DC930;General;-13523.2;-2.66888;-0.0092505;0;0;15803.6;-1257.94;;
DC930;MaxClimb;11561.8;-2.94773;-0.010534;5.28E-8;0;;;;
DC930;MaxTakeoff;12972.0;-2.31038;-0.008256;4.13E-8;0;;;;
DC93LW;General;-13523.2;-2.66888;-0.0092505;0;0;15803.6;-1257.94;;
DC93LW;MaxClimb;11561.8;-2.94773;-0.010534;5.28E-8;0;;;;
DC93LW;MaxTakeoff;12972.0;-2.31038;-0.008256;4.13E-8;0;;;;
DC950;General;-13523.2;-2.66888;-0.0092505;0;0;15803.6;-1257.94;;
DC950;MaxClimb;12365.4;-2.54939;-0.0091102;4.56E-8;0;;;;
DC950;MaxTakeoff;14698.5;-2.13511;-0.0076298;3.82E-8;0;;;;
DC95HW;General;-13523.2;-2.66888;-0.0092505;0;0;15803.6;-1257.94;;
DC95HW;MaxClimb;12365.4;-2.54939;-0.0091102;4.56E-8;0;;;;
DC95HW;MaxTakeoff;14698.5;-2.13511;-0.0076298;3.82E-8;0;;;;
DC9Q7;General;-10596.5;-1.51369;-0.0052466;0;0;11541.7;162.698;;
DC9Q7;MaxClimb;11194.3;-3.0274;-0.010818;5.42E-8;0;;;;
DC9Q7;MaxTakeoff;12308.2;-0.478;0.001708;8.55E-9;0;;;;
DC9Q9;General;-13523.2;-2.66888;-0.0092505;0;0;15803.6;-1257.94;;
DC9Q9;MaxClimb;11561.8;-2.94773;-0.010534;5.28E-8;0;;;;
DC9Q9;MaxTakeoff;12972.0;-2.31038;-0.008256;4.13E-8;0;;;;
DHC8;General;2010.7;-19.409;0.07743;0;0;;;54.6666;-0.0828
DHC8;MaxClimb;6323.6;-21.4445;0.0882324;0;0;;;;
DHC8;MaxTakeoff;7026.2;-23.8272;0.098036;0;0;;;;
DHC830;General;1623.1;-18.411;0.075104;0;0;;;72.6356;-0.17951
DHC830;MaxClimb;6679.0;-21.9919;0.0903051;0;0;;;;
DHC830;MaxTakeoff;7421.1;-24.4354;0.100339;0;0;;;;
DO228;MaxClimb;2571.0;-7.9721;0.07004;-4.93E-6;0;;;;
DO228;MaxTakeoff;2524.3;-8.067;0.06042;-6.87E-6;0;;;;
DO328;MaxClimb;7752.5;-23.2;0.225;-1.58E-5;0;;;;
DO328;MaxTakeoff;6965.1;-19.3;0.104;0;0;;;;
ECLIPSE500;MaxClimb;947.7;-0.73662;0.018307011;2.63E-7;-0.0571008;;;;
ECLIPSE500;MaxClimbHiTemp;1077.4;-1.20966;-0.009118832;1.28E-7;-9.8424835;;;;
ECLIPSE500;MaxTakeoff;1039.2;-1.57439;0.034768639;-2.27E-6;-0.0323036;;;;
ECLIPSE500;MaxTkoffHiTemp;1258.9;-1.6144;-0.007481333;3.13E-8;-10.749942;;;;
ECLIPSE500;ReduceClimb;1084.2;-1.38862;0.009974098;7.09E-8;0.04857865;;;;
ECLIPSE500;ReduceClimbHiTemp;1168.6;-1.50732;-0.015856858;3.08E-7;-11.255847;;;;
EMB120;MaxClimb;4668.0;-11.932;0.0664;0;-5.663;;;;
EMB120;MaxTakeoff;5212.0;-12.45;0.0728;0;-6.87;;;;
EMB145;MaxClimb;5554.3;-6.86092;0.0654157;0;-4.036;;;;
EMB145;MaxTakeoff;7499.5;-9.12812;0.0455632;0;-22.89;;;;
EMB14L;MaxClimb;6432.5;-7.56929;0.0690044;0;-5.419;;;;
EMB14L;MaxTakeoff;7246.1;-8.61031;0.232825;0;-0.9689;;;;
EMB170;IdleApproach;945.0;-3.5;-0.01;0;0;;;;
EMB170;MaxClimb;11716.0;-13.423;0.25;-1.9E-5;0;;;;
EMB170;MaxTakeoff;13350.0;-17.43;0.1875;-1.3E-5;-4.47;;;;
EMB175;IdleApproach;945.0;-3.5;-0.01;0;0;;;;
EMB175;MaxClimb;11716.0;-13.423;0.25;-1.9E-5;0;;;;
EMB175;MaxTakeoff;13350.0;-17.43;0.1875;-1.3E-5;-4.47;;;;
EMB190;IdleApproach;1080.0;-3.65;0.011;0;0;;;;
EMB190;MaxClimb;15137.0;-14.3;0.239;-1.87E-5;0;;;;
EMB190;MaxTakeoff;17499.0;-18.99;0.3207;-2.1E-5;-4.29;;;;
EMB195;IdleApproach;1080.0;-3.65;0.011;0;0;;;;
EMB195;MaxClimb;15137.0;-14.3;0.239;-1.87E-5;0;;;;
EMB195;MaxTakeoff;17499.0;-18.99;0.3207;-2.1E-5;-4.29;;;;
F10062;MaxClimb;10472.0;-9.57;0.137;0;0;;;;
F10062;MaxTakeoff;13551.0;-16.56;0.2804;0;0;;;;
F10065;MaxClimb;10970.0;-10.52;0.1238;0;0;;;;
F10065;MaxTakeoff;14814.0;-16.72;0.065;0;0;;;;
F28MK2;MaxClimb;8408.0;-4.72;0.1048;0;0;;;;
F28MK2;MaxTakeoff;9851.0;-7.68;0.0889;0;0;;;;
F28MK4;MaxClimb;8459.0;-4.874;0.0997;0;0;;;;
F28MK4;MaxTakeoff;9905.0;-7.445;0.0765;0;0;;;;
FAL20;MaxClimb;4102.0;-2.3831;-0.114653;1.02E-5;0;;;;
FAL20;MaxTakeoff;4017.4;-3.4567;0.058024;-2.49E-6;0;;;;
GII;MaxClimb;9827.9;-5.89674;-0.019656;0;0;;;;
GII;MaxTakeoff;11324.0;-9.697;0.1539;-4.0E-6;0;;;;
GII;MaxTkoffHiTemp;12833.0;-8.35;0.0346;-4.0E-6;-74.58;;;;
GII;ReduTkoffHiTemp;10266.0;-6.25;0.0277;-3.0E-7;-59.7;;;;
GII;ReduceClimb;6030.0;0;-0.0081;2.0E-7;0;;;;
GII;ReduceTakeoff;9060.0;-7.27;0.121;-3.0E-6;0;;;;
GIIB;MaxClimb;9827.9;-5.89674;-0.019656;0;0;;;;
GIIB;MaxTakeoff;11324.0;-9.697;0.1539;-4.0E-6;0;;;;
GIIB;MaxTkoffHiTemp;12833.0;-8.35;0.0346;-4.0E-6;-74.58;;;;
GIIB;ReduTkoffHiTemp;10266.0;-6.25;0.0277;-3.0E-7;-59.7;;;;
GIIB;ReduceClimb;5369.0;0;-0.0081;0;0;;;;
GIIB;ReduceTakeoff;9060.0;-7.27;0.121;-3.0E-6;0;;;;
GIV;MaxClimb;10770.0;-10.96;0.1784;-1.0E-6;0;;;;
GIV;MaxClimbHiTemp;11805.0;-9.4;-0.0624;0;-89;;;;
GIV;MaxTakeoff;13725.0;-18.2;0.3189;-2.0E-5;0;;;;
GIV;MaxTkoffHiTemp;17129.0;-17.6;-0.0472;3.0E-7;-114;;;;
GV;MaxClimb;12400.0;-11.6;0.12;0;0;;;;
GV;MaxClimbHiTemp;14900.0;-11.2;-0.11;0;-107;;;;
GV;MaxTakeoff;14600.0;-18.86;0.1649;0;0;;;;
GV;MaxTkoffHiTemp;18970.0;-18.4;-0.115;0;-126.5;;;;
IA1125;MaxClimb;3114.4;-3.4992;0.04125;-2.82E-6;0;;;;
IA1125;MaxTakeoff;3460.5;-3.888;0.045834;-3.13E-6;0;;;;
L1011;General;-80222.2;-25.0263;0;0;0;92893.5;-10186.1;;
L1011;MaxClimb;34204.8;-43.8172;0.270193;2.02E-6;0;;;;
L1011;MaxTakeoff;40720.0;-52.1633;0.321659;2.4E-6;0;;;;
L10115;MaxClimb;39532.9;-44.0258;0.27148;2.02E-6;0;;;;
L10115;MaxTakeoff;46840.0;-52.1633;0.321659;2.4E-6;0;;;;
LEAR25;MaxClimb;2560.9;-1.8352;-0.015091;1.96E-6;0;;;;
LEAR25;MaxTakeoff;2845.4;-2.03911;-0.016768;2.18E-6;0;;;;
LEAR35;MaxClimb;3071.0;-3.4992;-0.00397;1.39E-6;0;;;;
LEAR35;MaxTakeoff;3412.2;-3.888;-0.00441;1.54E-6;0;;;;
MD11GE;MaxClimb;47037.0;-45.71;0.854;0;-368.1;;;;
MD11GE;MaxTakeoff;57156.0;-42.73;0.303;0;-357.5;;;;
MD11PW;MaxClimb;51197.0;-59.27;0.416;0;-357;;;;
MD11PW;MaxTakeoff;57661.0;-51.3;0.513;0;-426.6;;;;
MD81;General;-15384.0;-10;0.019;0;0;17917;0;;
MD81;MaxClimb;18040.9;-8.83022;-0.02993;0;-114.3;;;;
MD81;MaxClimbHiTemp;21047.1;-12.83732;-0.071629;0;-151.8;;;;
MD81;MaxTakeoff;18810.5;-11.12709;0.092622;0;-2.101;;;;
MD81;MaxTkoffHiTemp;22678.5;-14.54598;-0.058233;0;-138.4;;;;
MD82;General;-13488.0;-10;0.025;0;0;16750;0;;
MD82;MaxClimb;16810.1;-5.36467;0.048334;0;-60.8;;;;
MD82;MaxClimbHiTemp;22606.4;-13.99747;-0.091767;0;-168.1;;;;
MD82;MaxTakeoff;19344.5;-15.5531;0.333164;0;-1.031;;;;
MD82;MaxTkoffHiTemp;24452.0;-16.68693;0.005711;0;-162.5;;;;
MD83;General;-13845.0;-13.33;0.019;0;0;17500;0;;
MD83;MaxClimb;18075.2;-7.63873;0.058915;0;-64.7;;;;
MD83;MaxClimbHiTemp;23181.6;-13.49079;-0.093437;0;-164;;;;
MD83;MaxTakeoff;20080.8;-11.90473;0.191099;0;-4.078;;;;
MD83;MaxTkoffHiTemp;25460.4;-15.56814;-0.054678;0;-176.1;;;;
MD9025;General;-31899.0;-8.5718;-0.0276;0;0;37206;0;;
MD9025;MaxClimb;23881.0;-30.625;0.2551;0;0;;;;
MD9025;MaxClimbHiTemp;27078.4;-30.625;0;0;-213.2;;;;
MD9025;MaxTakeoff;23066.0;-23.5769;0.3147;0;0;;;;
MD9025;MaxTkoffHiTemp;28697.1;-23.5769;0;0;-225.2;;;;
MD9028;General;-31899.0;-8.5718;-0.0276;0;0;37206;0;;
MD9028;MaxClimb;23421.0;-26.5453;0.2599;0;0;;;;
MD9028;MaxClimbHiTemp;26678.6;-26.5453;0;0;-217.2;;;;
MD9028;MaxTakeoff;25656.0;-25.3418;0.2419;0;0;;;;
MD9028;MaxTkoffHiTemp;30520.0;-25.3418;0;0;-194.6;;;;
MU3001;General;1743.1;-1.64678;-0.002014;-1.56E-7;0;;;-49.6794;0.545
MU3001;MaxClimb;1919.5;-1.99614;0.0615;-2.41E-6;0;;;;
MU3001;MaxTakeoff;2132.8;-2.21793;0.068333;-2.67E-6;0;;;;
PA42;MaxClimb;2295.2;-6.6307;0.041917;5.86E-7;0;;;;
PA42;MaxTakeoff;2219.6;-5.9898;0.044468;2.8E-7;0;;;;
